true,prot,deut,trit
692818,453F24,4F3C1A,6A2A2D
9C5540,716849,7F633F,9C5359
272821,2E2C26,322A27,2D2B2E
C4E607,F3D702,FFCF87,D8D5E5
3506CC,004185,004572,004A4E
C90DA9,006ADD,606C97,BE4448
3815AA,003B7A,003F68,004348
A3F548,FADE44,FFD8A5,BDE4F6
0153E5,005EC2,0064A6,006B71
380E67,002B59,002E4D,2B2C30
9D226D,42558A,5A5563,97373A
CAD804,E8CD00,FFC353,DAC7D7
8173A6,6B78A9,6E78A3,797983
BD0679,4560A4,68606B,B73133
27F7B4,E9D9A6,F9D1BF,62ECFF
2E3B69,2D3E69,254068,25444A
10C3B2,B2ACA5,B8A8BA,38BDCD
CC1E6B,616A8E,7B675F,C83436
35D6BD,C5BEB0,CEB9C6,50CFE0
984AB2,3268C9,4A6BA6,8A6067
4E102B,292C3B,322B2B,4E1C1D
129550,8E814A,9B7B59,408B97
BA79EB,6090FE,6C93E1,A88D97
E6168B,5F76BA,84757B,E03C3E
52703D,72673D,7D6343,5C6972
C5C0A4,C8BDA2,DAB7A5,C9B9C8
09965D,8D8256,997D65,3B8D98
3837A8,004793,004B7E,005157
8B2E8D,2054A9,435781,81464B
B03B67,61657C,73625F,AC4448
E9C282,D8C683,F0BE82,F0B8C6
B26282,76798E,86767B,AE666D
D7AD1F,C7B126,E0A727,E09FAC
28B76B,AE9F63,BE9875,52ACBA
7E1A4A,3C4460,4C4344,7B292B
23D0FE,B0BCF2,AABCFF,00D3E3
97D43F,D9C13D,F2B74D,ACC5D4
DA44E8,3E84FF,5B88D4,C96D75
93CA34,CFB833,E8AF43,A6BBCA
F85859,988E6D,AF884F,F8585D
2A1973,002E5E,003051,003438
054DFA,005FC5,0065A8,006D72
C74A76,71758C,86726C,C35257
B52658,5D6072,715D4F,B13336
143F3E,3C3B3D,3E3A43,1D4045
4D3C3C,444240,4A403E,4F3E42
6BFA41,F8DC3C,FFD59D,95E9FB
BB9FB5,A3A4B7,B0A1B2,B89FAB
5993E4,718EE0,5F91E4,389EAA
942E74,41568C,56566A,8E3F43
1D2D9D,003D7E,00416C,004649
166E95,5A658E,516697,00727A
2E9272,89816A,927D78,438B97
4D5887,4B5986,485A85,445F67
A43FCE,006BDE,2D70BD,916269
452A8A,003E80,00416F,304348
CC5642,857A50,98743D,CC5459
61B584,AFA37C,BC9D8B,71ACBA
D51C3B,746C54,886732,D32726
D0CE0E,E1C714,FDBC25,DEBECD
07F16C,E8D062,FFC77B,67E2F4
2F1C9A,003873,003B62,004044
42AADF,8E9DD6,839DE3,26AFBD
0F367C,003A7A,003E69,004347
5930FE,005CBE,0062A2,006970
07DDCC,C9C3BE,D0BFD5,3BD7E9
3147B9,0051A9,005691,005D63
23D97E,CFBD73,E1B589,5DCCDD
4130BF,004A98,004E83,00545A
9D3026,605735,6D5323,9C3235
B42941,646056,755C3A,B23032
F698BA,AFB1C7,C4ADB2,F39AA6
154B58,434654,42455B,184D53
9265AB,5E74B5,6675A4,887078
2142DE,0055AF,005A96,006166
DCF56F,FFE98A,FFE5C7,EDE6F8
6A53FC,006CE0,0073C1,257B84
C42D4A,6C6861,7F6442,C23537
5C3EBB,0054AE,005997,3C5C63
57A0BA,8F94B2,8E92BD,53A1AD
07B48F,A79D84,B09897,3CACBA
3BABCB,949BC1,909BD0,31ACBA
072A7D,00336B,00375C,003B3E
C49743,AF9D47,C49545,CA8D97
456484,586080,566084,406870
AA0FB5,005FC5,3663A2,9B494E
C5064B,63626A,785F41,C22120
7354E6,006ADD,0071C0,4C747E
CB7346,97894F,AA8243,CD6D75
7E6198,5B6B9E,606B93,766971
EC4051,888068,9E7A47,EB4447
38DEFB,C2C8EE,C0C7FF,30DFF1
B9D9F7,CED2F3,D6CFFA,B5DAEB
634473,42507A,47506F,5D4D53
04C00A,BAA403,D09B2E,57B1BF
50C89D,BDB292,C9ACA5,66C0CF
04A1B3,8C90A8,8A8EB8,00A0AD
78703A,7A6F3C,88693E,7D6971
68995D,988B59,A78563,74909B
B37B13,96851C,A97E17,B7727A
B96530,887A39,9A742F,BB5F66
EB7AAB,969CBE,AB98A1,E78089
6B291A,464026,503D1C,6B2B2E
2D8CAE,7780A5,7180B1,1F8E9A
681DA0,004792,004B7F,55454A
F393E1,9DB0F4,B1AED7,EB9DA9
1C809A,6E7491,69739D,0E818C
53C222,BFAA21,D6A138,75B3C1
DDEBB9,F3E4B5,FFDEC9,E6E2F4
439B05,998700,AB8023,5F8E9A
D1904C,AD9C51,C2954B,D58791
DAE397,EFDC93,FFD4AB,E5D8E8
FE00BC,3F83FE,8484A7,F54A4E
36097D,002E5F,003151,1A3337
02391C,39341F,3E3225,19383D
E25732,928341,A67D2B,E35358
1A2FBF,00458E,004979,004F53
FC3D5F,8D877B,A58153,FB4447
F558DD,6694FF,8795CC,E9747C
A81D70,445991,605965,A23538
439EEE,7995E7,6398F0,00A8B5
93031E,4F4933,5C451A,91110E
1C55B3,1457B2,005C9D,006369
09C7DF,ADB2D2,A9B0E6,00C7D6
9FC506,CEB604,E7AC26,B0B5C4
0EF485,E9D479,FFCB92,64E6F8
70861D,8C7D21,9D7629,7B7C85
D5ED55,FCE153,FFDBAD,E6DDEE
B4A606,B8A30E,CF9A1A,BE99A4
C1CBE8,C5C8E7,CFC5E9,BDCCDC
2AD7DA,C1C0CC,C3BCE3,3AD4E5
6C734E,786F4E,846A52,726D76
3B021A,1D202B,251F1C,3D0F0F
BF2C5F,63667A,786355,BB393B
32F814,F3D60D,FFCE85,7AE6F8
7BB32A,B6A22A,CC9939,8EA5B2
F67373,A39A83,BA946B,F67179
5BC5F0,ABB6E6,A6B5F5,4EC8D8
B8B598,BCB296,CEAC99,BCAEBC
8B36F0,0066D4,006DB7,676A72
EA8FD5,9AAAE6,ADA8CC,E398A3
F436EE,538CFF,6B8FD8,E46970
E3F0C3,F8E9BF,FFE5D7,ECE8FA
7C95A8,8D8FA4,938DA9,7A95A0
626688,5F6787,616687,5D6A72
537546,766C44,81674C,5D6E77
94F631,F9DD2E,FFD69E,B2E4F6
DEEE85,FCE481,FFDFBE,ECE0F2
16660B,645910,70541D,355F66
BFFAFC,F1EDF5,FBE9FF,D7F4FF
CC7FD2,7E97E3,8E97C9,C28B96
4D62CA,2867CD,006CBC,1C757E
3B8B7C,817D74,887981,478691
8E455E,5A5C6A,685A59,8B4A4F
5B7436,776C37,84673D,656D75
2C9C19,98871A,AA7F2E,52909B
29575C,505158,524F5F,2E575E
431CD8,004A98,004E82,005459
177B6A,716D63,776A70,2D7780
5DBC40,BAA63D,CE9E4D,78AEBC
7AB7B8,ACAAB0,B4A6BC,7DB4C2
DC4234,857946,98732C,DC4245
2E2F8A,003C7C,00406B,00454A
04DEF0,C4C6E2,C2C4F9,07DDEF
C562EC,4C88FF,5B8CDD,B27E88
363097,004085,004472,00494F
8C354B,53535A,615147,8A3B3F
169E99,8E8C8E,92899F,2C9AA7
68D6BE,C9C1B3,D4BCC5,75D0E0
D0EA51,F8DD4F,FFD7A2,E1DAEB
5D8559,847A56,90755E,677E88
D5980D,B7A218,CE9912,DC8C96
9150B6,3569CA,476CAB,82646C
A9F5F0,EAE5E7,F6E0F7,BAEFFF
91F2AC,EDDCA2,FFD4B7,A4E7F9
2B2845,262F48,252F46,2A3034
3EE70E,E2C803,FDBD37,77D6E7
BD91EC,82A0F8,89A1E5,AE9EAA
9B9156,9D8F56,AE8859,A18893
65E149,DEC644,F7BC59,88D1E2
54340C,453E16,4E3A13,573337
0AD0B9,BEB7AB,C6B2C2,3CCADA
6739E5,005CBF,0062A4,31676F
51EEDD,DCD5CF,E4D0E7,63E9FB
419C04,9A8800,AC8123,5E8F9B
A7086C,3D5592,5C5560,A12D2F
C01C02,6E6217,7C5C00,BF201F
BE4C68,72727A,856E60,BB5156
3B4B92,2D4F93,17528E,24585F
128DAD,777FA3,717FB1,008E99
9AF45D,F7DC57,FFD6A2,B4E4F6
C84BA8,5B79C6,76799B,BF5E64
4C1A04,332E0F,3A2B06,4E1E20
821DEF,005EC1,0064A7,58626A
EC3077,777D9A,93796A,E84144
4BF29A,E8D58E,FBCCA5,75E6F8
BB2A31,6B6345,7C5E2B,B92F30
B2EADE,E4DDD7,F2D7E3,B7E5F7
042308,27230F,2B2113,142528
9CB2F1,9EB0F0,9EAFF1,8FB9C7
7929D5,0059B7,005E9E,585C63
5536D4,0054AE,005995,006068
1E0DE1,00458E,004978,004F52
6F028E,004187,004577,61383C
50F4BA,E7D8AC,F7D1C4,71EAFD
4EEC1C,E8CD19,FFC357,81DAEC
9C54C2,3670D8,4B73B6,8C6A72
9702DD,005EC1,0063A8,7B575E
4E212D,333337,3A312E,4F272A
FC1189,7081B9,947E78,F83A3B
DC367E,6E779F,887571,D8464A
F50A53,7F7B75,987646,F32523
870D5E,2E477D,494755,82292B
964FB0,3D69C4,4F6CA5,89626A
93B2A6,AFA9A1,BBA4A9,96ADBB
CA354E,726D64,866946,C83B3E
359B64,94885D,A0836C,4E929E
23AFDD,929FD2,889FE2,00B2C0
4CDE9F,D3C493,E3BDA8,6BD4E4
A5E228,E9CE28,FFC55F,BBD1E2
D97AD1,7F98E6,9298C6,CF8791
13F98C,EED980,FFD0A2,66EBFE
FC9A83,BEB28C,D6AB7D,FF949F
AEFEB9,FCEAAF,FFE6D7,CCF1FF
9947B2,2C67CB,486AA5,8B5E65
E7D65F,EBD35F,FFCB7F,F3C8D7
017AFB,1679FB,0080DB,008B93
AA61CD,4B7CE2,5C7FC2,9A757E
CCEAB3,EFDFAD,FFD8BF,D6E0F2
42B8F0,99A9E6,8EAAF5,1FBDCC
5B06F4,0052A9,005891,005E64
634100,534906,5E4500,663E43
BE0DD8,006CDF,2771C1,AB575D
7B77DF,4F7FE6,4383D9,628893
249A62,92865B,9E816A,45919D
EB1D3F,80775A,967234,EA2827
4317B6,004085,004472,004A4F
6E4E90,425B98,475C8A,645A61
DFCA3C,E1C83E,FCBD43,EBBBC9
B1E7EE,DDDBE7,E8D7F3,B2E5F7
F80E0E,8B7C28,9D7500,F8170A
D8DFCF,E3DBCC,F6D4D1,DCDAEB
48D4BD,C4BDB0,CDB8C5,5CCEDE
4D824C,807549,8C7053,5B7A84
580972,00366F,003962,4E2F32
15CFE6,B5B9D9,B2B8EE,00CFDF
25B6E9,97A6DE,8CA6EE,00B9C8
493C38,43413C,4A3F3B,4B3D42
75903A,95863A,A67F42,808690
F8B65B,D6C15F,F1B85A,FFAAB7
681FDF,0054AD,005994,355C64
346A20,6A5E22,75592B,46636B
E027A1,5278D1,7C7790,D8494D
89BEFD,A5B6F9,A1B7FF,79C4D4
093337,313137,31303C,12363A
4152F4,0064CF,006AB2,007279
759264,948861,A18368,7D8A95
E02D37,7F754D,936F2D,DF3233
E81A53,7A7672,917147,E62C2B
6AA507,A79408,BB8C24,7D98A4
B11BA8,0061CB,4D6497,A5474C
633621,4A442A,544024,64363A
749EDC,8699D8,8199DC,64A5B2
D816A1,3E71D5,72728F,CF4347
ED6190,8C8FA7,A38B85,EA686F
E96401,9E8C15,B28400,EB5D63
7176F4,327FFD,0085E8,488D98
2458F5,0065D1,006BB3,00747A
740340,313B5A,433A3B,711C1C
9D3ABC,0064D1,3669AC,8D5A61
F0B302,D5BC0F,EFB209,F9A5B1
1DFB8C,F0DA80,FFD3A7,6EECFF
031B62,002750,002944,002C2E
DBCBBE,D4CCBE,E7C5BE,DEC6D5
505A7F,515B7E,505B7E,4A5F67
8D5553,68645A,756051,8C555B
28E0EE,C7C9E0,C7C6F7,30DFF0
D3884D,A89853,BD914B,D68089
3A6F3E,6D643C,785F45,496971
BC638C,787E9A,897B84,B86870
33D77C,CEBB72,E0B387,62CADB
50ABE7,8D9FDF,82A0EA,36B1BF
2CAA4B,A49346,B48C56,539EAB
41C448,BFAA43,D3A256,68B6C4
455D63,595961,5D5765,475D64
EF1050,7D7870,957344,ED2624
03E172,D7C368,ECBA7F,5DD3E4
38D20B,CDB500,E5AC31,6CC2D1
BDB0F3,A3B5F7,A9B4F1,B2B7C6
9772D5,5881E1,5B84CD,85828D
3EA30A,A08E0B,B38627,5E96A2
2272E0,3071DE,0077CC,008189
6CF5D5,E7DDC8,F3D6DE,86EDFF
0E4B5D,424659,3E4660,084E54
A1221A,5E552B,6B5015,A02627
1E69A8,4C64A2,3866A8,007079
4C5A34,5E5635,68523A,53565D
53C314,C1AA14,D7A131,75B4C2
CD1A07,75681E,846200,CC1F1C
B22C97,3764BC,5D6589,A9484D
2C04AC,003770,003A60,003E42
9FFE82,FFE679,FFE2C3,BEEEFF
16E2E0,CBC9D1,CFC5EA,35DEF0
0476FE,0077F8,007ED6,008890
98402B,655C37,72572A,983F43
AF9027,A4922C,B88A2D,B6858F
2AB202,AD9900,C29128,5AA4B1
D9A12D,BEA933,D6A030,E095A0
D271AD,828EBF,958CA4,CC7982
05B1C6,9A9EBA,979DCC,00B0BE
8CB44E,B9A64C,CD9E56,9AA7B5
1BE7B5,D8CBA7,E4C4BF,52DEF0
63AAA8,9F9CA0,A598AC,67A6B4
9B2378,395697,55566D,943A3E
3E319E,00438B,004778,114C52
8BEFE8,E1DCDD,EBD7F0,91EBFE
8251DE,006BDE,0071C3,657079
143E8F,00428A,004678,004C51
F696AA,B1AFB6,C7AAA3,F596A1
42C1B8,B1ACAC,B6A9BF,50BCCB
2FF64F,EFD548,FFCD86,75E5F7
ADFD0B,FFE669,FFE1BB,C9EBFD
92E00C,E4CA09,FFBF38,ACCFDF
C83155,6E6C6D,82674C,C53A3D
50D749,D2BC44,EAB258,78C8D8
76F123,F1D521,FFCD7F,9BDFF1
E9FAAC,FFF1C5,FFEFE2,F5EFFF
AF4020,70652E,7F5F1C,AF3F42
913F1E,62582A,6F541E,913E42
4F4520,4F4725,584426,544348
F89234,BEAA3D,D7A131,FD8791
572D2D,3E3B36,46392F,583034
FA0EF9,4F8AFF,5E8EE0,E8646A
7EF27E,EFD875,FFD09B,9BE4F6
D927A4,4875D4,757593,D04A4E
1271DF,2D6FDD,0075C9,007F87
8C0FC0,0056B1,005A9B,764D53
272ACA,004792,004B7C,005155
8F2871,3A528B,515267,893B3F
F781C0,9AA5D5,B1A2B5,F28993
505192,3C5694,36598E,425C64
23093D,001D3C,001F34,201D1F
F4244C,857D69,9C7840,F3302F
AB03C4,0061C8,1D65AF,994D53
61173B,31374C,3D3638,5F2326
EE64F0,6E98FF,7F9ADF,DF808A
AD0DD3,0065D0,006AB8,98555B
85467B,4D5B88,595B74,7F5056
64E44D,E1C947,FABE5C,89D4E5
4E6870,63636D,676172,4F6870
C87612,9A891E,AE810F,CB6D75
CA8DDD,889FEA,959FD6,BF98A3
5DC078,BAAB70,CBA480,73B5C3
E4C706,E1C70F,FDBC1C,F0B7C5
B6CF3E,DBC33E,F4B849,C6C0CF
D3F99F,FFECA4,FFE8D4,E2ECFF
537DF7,397FFA,0086E8,00919C
A924D8,0067D6,006DBD,935B62
E5DDDB,E2DDDA,F5D6DC,E7D9EA
85EB15,EDD113,FFC86E,A4D9EB
B9CAE3,C3C6E0,CDC2E4,B6CADA
78824D,887C4C,967751,7F7A84
C94BC3,447BE7,6A7DB4,BD656C
8F7C2A,8B7C2E,9C7630,95737C
4951BE,005ABD,0060A4,16676F
2F2021,292828,2E2725,332528
E7DED5,E5DDD4,F8D7D6,EADAEA
AF2617,665C29,75570D,AE292A
3261DF,0067D6,006DB9,00767D
A442F4,0072ED,0079CF,877079
C00B51,5E6170,745D47,BD2424
5371A4,5F6EA1,596FA3,477781
E5CAF5,CAD1F9,D7CDF3,E0CDDD
F2F58E,FFEEB1,FFEBD8,FFE8F9
061322,141926,121927,091C1E
9D649D,6775A8,727596,966C74
6CA555,A59551,B68E5D,7B9AA6
9C1A2C,565140,654D28,9A2223
BC9628,AD9A2D,C2922E,C38B95
DAC79C,D5C79B,EBBF9C,E0BFCD
55A0E8,8097E2,7199E9,36A9B6
DB5C01,938214,A67B00,DD565B
571C25,353332,3E3226,572325
9C0F5D,41507D,594F53,972A2B
422DFE,0058B4,005D9A,006469
8C221B,534B2B,5F4719,8B2628
647E28,83752A,926F32,6F757E
E69E28,C1AB30,D9A22A,ED929D
D8AF24,C9B22A,E2A92B,E1A1AE
63B08E,A99F86,B49A94,6FA9B6
1B2F24,312F27,352D2A,243135
675E3B,675E3D,725A3F,6B5A61
164045,3C3C43,3D3B49,1D4247
BE6BC5,6886D9,7987BB,B37A83
604C77,48547B,4C5474,5A535A
15A48F,969084,9D8C96,359EAB
31C7CA,B3B2BD,B5AED1,3DC4D4
053C37,393836,3B363D,143D42
F17831,AB993D,C2912B,F47078
D00D43,6D685F,816439,CE211F
9E6F8D,777B93,837989,9A727A
B3BB18,C9B21C,E2A92A,C0ACBA
092EF8,0052A9,005790,005E62
0E4CF2,005DC0,0063A5,006B70
5679D8,4F79D8,347ED4,2F8893
8324FA,0062CA,0068AE,546870
1E2498,003873,003B63,004043
285C1D,5C5220,664E28,3A565D
F00966,76798D,917558,ED2B2A
8E738D,767990,7F778A,8A757E
89024C,39456A,4E4445,852020
F8E100,FCDF00,FFD8A3,FFD3DF
BC0D03,695E19,775900,BB140F
C1F783,FEE67D,FFE1C2,D4E9FB
1F2BF1,0050A5,00558C,005C60
0478A5,606E9D,546FA7,007B84
DE500A,8F7F1D,A17800,DF4C50
393A35,3E3C38,433A39,3D3B40
064798,0D4997,004D83,005358
CDB12C,C7B130,E0A834,D7A3B0
843DA1,1A5AB7,395D95,77545A
5C38A2,004DA0,00518C,475157
EBC57D,DCC97E,F5C07D,F3BAC8
E49966,B8A96C,CFA163,E8919B
575C49,605A49,69574C,5B5960
EF31C1,4683F7,7E84AE,E5585D
37B063,A99A5C,B8936C,58A5B2
DA24F0,217DFF,4183D8,C6646B
8CC70F,CCB410,E5AB2C,A1B7C6
D395DB,95A7E7,A3A6D4,CA9EAA
CBC0C8,C3C1C8,D2BCC8,CBBECC
7B4289,3C5797,485981,725056
D9C8C1,D0C9C1,E2C3C1,DBC4D3
C292A3,9D9DA8,AD999F,C0929D
ABA89F,ACA69D,BAA19F,ADA4B0
8FBEBD,B6B3B6,C0AFC0,91BAC9
C63130,746A43,856429,C53436
FC3F4A,928762,A9813F,FC4245
6D2A03,49410F,533D00,6E2B2E
0831E2,004D9F,005288,00585C
F72792,6E82BF,927F82,F24447
EE200A,887923,9A7200,EE2421
E70564,70748A,8B7057,E42929
40D8AD,CABFA0,D7B9B6,5ED0E0
30619E,475E9A,37619D,006A73
59C4EA,ABB4E0,A7B3EF,4EC6D6
B1E6F9,DADBF3,E3D7FE,AFE5F8
0E4281,23437F,004679,004C51
6179B4,6577B2,5F79B2,53808B
0713F8,004B9B,005083,00565A
964C71,5E637E,6B616B,925258
35CA37,C4AF34,DAA649,66BBCA
37FC2C,F6DA28,FFD395,7CEAFD
E501EC,257EFF,4D83D3,D35D64
0CCDC7,B9B5B9,BDB2CF,31C9D9
978E0A,9D8A12,B0831B,A0838D
4D5686,495886,465984,445D65
974370,575F80,665E69,924B51
AEA95A,B6A55A,CA9D5E,B69EAA
A300A1,0058B7,3D5B8F,963F43
966785,6F748C,7B7181,926A72
EADF18,F6DA1D,FFD392,F9CEDE
7B690F,776A17,866419,816169
C10F31,686149,795C29,BF1D1B
B7DE52,E8CF4F,FFC569,C9CFDF
72029E,00458F,00497D,603E43
7EA5C4,979DBF,9A9CC5,79A6B3
9D6C81,777887,84767D,9A6D76
90FEE8,F1E9DD,FEE3F1,BFF3FF
C7CC7D,D8C57A,EFBC80,D1C0CF
78E582,E1CD79,F7C48C,92D8E9
2A76AD,5C6FA6,4F70AE,007C86
5CCCBA,BEB8AF,C7B3C1,68C6D6
995855,6F695D,7D6552,98575E
804BEE,006BDD,0071C0,5A727B
929F3A,A8963B,BC8F42,9D939F
F1C844,E4CB47,FFC14D,FCBAC8
53A3A8,95949F,9992AC,57A0AD
F6A41D,CBB427,E5AA1D,FD97A2
364247,424247,45404A,394449
A37E4F,908352,A17D50,A67780
826E67,767169,816D67,836C74
EF9D94,B9B09C,CFAA8F,F099A4
0D2C38,2A2C38,282C3C,113135
953F3F,605B4B,6E573C,944145
D43666,727381,886F5B,D14144
DB276D,6D738F,876F61,D7393C
76E527,E5CB25,FFC045,97D4E5
896BEA,2A7BF9,2182E0,6D838D
2DF45D,ECD455,FFCB82,72E4F6
C85236,837744,957131,C84F54
ADB9D4,B2B6D2,BBB3D5,A9B9C8
D8E3C8,E8DDC4,FCD6CA,DEDCEE
3064C6,2D65C5,006AB7,00737B
E26FEA,6E98FF,829ADC,D48690
76308D,004EA2,305182,6B474C
864AC5,0065D2,166AB8,71656D
A7AC25,B9A428,D09C31,B29FAB
24F8D2,E6DBC3,F1D5DD,71EEFF
8F2FC0,005DC1,0062AA,7B565D
B49E60,AE9E61,C19762,BA95A0
4306A1,003975,003C64,134045
459BE6,7892DF,6695E7,00A4B1
5D9853,97894F,A6835A,6C8E9A
1B227F,003166,003558,00393C
BE49BF,3D76E1,6178B0,B1636A
60BE9F,B4AB95,BFA6A5,6EB7C5
F516F0,4787FF,608BD8,E46168
54C379,BCAC70,CDA582,6EB8C6
CE29FE,127CFF,0082E3,B56B73
F2DC64,F3DA64,FFD39B,FECEDD
0DF21A,EBD016,FFC769,6FE0F2
F01D5E,7C7B80,957651,EE3030
47D88D,CEBE82,DFB697,6ACDDD
BE8EBD,919AC4,9E98B8,B8929E
C94B7E,707795,857474,C5545A
366F4E,6B644B,746054,436A72
EBC27B,D9C77C,F2BE7B,F3B7C5
E1CC57,E2CA57,FCC05B,ECBECD
C83A37,776D49,896830,C73C3F
4E0B57,002F61,1A3050,482629
F6FD69,FFF4CF,FFF2E5,FFF0FA
0AD617,D0B715,E8AE37,61C6D5
AFE778,ECD672,FFCD90,C1D9EA
5F593A,61593C,6B553E,63555C
CF6856,8F8561,A27F51,CF656C
73A22B,A5932C,B98B38,8396A1
C2EA13,F6DA14,FFD392,D6D9E9
2C7B50,766C4C,7F6857,40747E
0899CD,7C8BC3,6E8CD1,009CA8
CEA0A4,ADA9A8,BFA4A1,CE9DA9
50BE1D,BBA61D,D19D35,72AFBD
47B2BC,A0A1B1,A29EC1,4AB0BE
28C855,C1AD4E,D4A562,5DBAC9
B6C3B9,C4BDB5,D3B8BB,B9BECD
A02928,5E5639,6C5224,9F2D2F
3F2ECD,004C9C,005186,00575C
0D60D9,0063CE,0069B2,007278
782A95,004DA1,235188,6B464C
805C93,58689A,5F688E,78646C
32D239,CCB535,E3AC4C,68C2D2
D74B80,777C99,8E7975,D3545A
7E960D,9D8B12,B18421,8B8A95
87E7EE,D7D5E4,DDD1F5,89E5F7
ECCD70,E4CE70,FEC572,F6C0CF
BF192F,696145,7A5C27,BD2222
BC6D5B,8A8163,9C7B58,BC6971
B7BAE7,B1BAE7,B8B8E7,B0BDCC
3360B4,3760B2,0064AF,006D75
BFAA80,B7AA80,CBA480,C4A2AE
4ACF00,CBB400,E4AA2D,74BFCE
4C05C9,00448C,004878,004E53
9F3114,635823,70530E,9E3134
F8CAA2,E0D1A4,F8C9A1,FEC2D1
653BAB,0052AA,005695,50555C
A7227E,3C5BA0,5C5B72,A03C3F
9D65DE,397CF2,4580D3,887C86
C2DFE4,DAD7E0,E8D2E7,C3DCEE
FD7EB5,9EA5CB,B6A1AA,F9858E
567A18,7D6F1C,8C6926,63717A
AB30B0,0064D2,4A68A0,9E5257
A8DBBF,D8CEB8,E7C7C4,AFD4E5
80E5F2,D3D3E8,D8D0F9,81E4F6
7A2781,0A4A9B,374D76,713F43
671617,3D3826,463518,671C1E
3C63F3,006CE1,0073C2,007C84
C3833E,A09044,B3883E,C77A83
331A09,292513,2F2410,371E20
031B7B,002C5B,002F4D,003235
87F15B,F1D755,FFD090,A5E1F3
BF2D8E,4B69B3,6C6980,B8464A
1AE136,DAC232,F3B84C,67D0E1
F7A1E2,ACB9F2,BFB7DA,F0A8B5
4707B7,003F81,00436F,00484D
96409F,3561B7,4E6393,8B555B
815706,6C6011,7A5A0C,845157
DBD47A,E4D078,FEC67D,E6C8D7
F019DE,3A83FF,6986C7,E25B61
C0BFBE,C1BDBC,D0B8BE,C1BBCA
F79548,BFAC50,D7A345,FC8B95
2FF30F,EDD200,FFC970,77E1F3
3201C8,003F81,00436E,00484B
E88ED6,98A9E7,AAA7CD,E097A3
1D53E1,005EC2,0064A7,006B71
45F44A,EED444,FFCC81,7DE3F5
F3438E,7C86B1,998380,EF5257
A4F0E5,E6E0DC,F3DAEC,AAEBFE
4730BA,004A98,004E83,00545B
5F0319,32302B,3C2E1A,5F0F0F
272F0A,353012,3C2D14,302F33
03A49D,949192,978DA3,27A0AD
F92256,858076,9D7A49,F73131
B45B04,827313,926D00,B6555B
4416E2,004B9B,005084,00565B
AA9EDC,92A2DF,97A2D9,9FA5B2
266DD7,2F6CD6,0072C4,007C84
D1F196,FAE590,FFDFC2,DFE4F6
48A006,9E8C04,B18424,64939F
28F8DE,E4DCCF,EDD6E9,76EEFF
7286EC,5D89EF,4A8DE8,5396A2
E08C6B,AC9F72,C29867,E2868F
917B87,807F89,8A7C85,8F7A84
7B0165,004086,3B425B,75282B
F6CF48,EBD24A,FFC973,FFC1CF
252178,003165,003457,00383C
A4EE1E,F4D81E,FFD18C,BDDCEE
46778C,6B6F86,6B6E8E,447881
450526,1F2538,2A2526,451415
7B5A23,6B6029,785B28,7E555B
0B5AEC,0063CE,0069B0,007278
09EE37,E7CD32,FFC359,6BDDEE
571E1C,383428,40321E,582325
C931CD,0074F1,5478BA,BA5C62
4B5152,525052,584E54,4D5158
26E173,D8C369,EDBA7F,64D3E4
E18673,A79C7C,BC966E,E2818B
5D930A,95840E,A77D22,6F8792
A51BE1,0066D2,006BB8,8C5C63
339F97,918E8D,968A9D,409BA7
6C110A,3F381A,483508,6C1718
D10A5F,646983,7D6653,CD2929
C09E69,B0A26B,C49A69,C595A1
AA0F95,005BBD,4E5D85,A03D41
25E2B9,D2C7AB,DDC1C3,51DAEB
54CE6E,C8B566,DBAD78,73C1D1
D6D1CA,D6CFC9,E8C9CB,D8CDDD
E0DA1C,EFD420,FFCB78,EFC9D9
278C9B,7B7E92,7A7C9F,298B96
D05AB2,6983CD,8182A5,C76A71
2E014D,002043,00223A,271F22
0FED83,E2CE77,F7C58F,61DFF1
1AA814,A39015,B6882D,509BA7
2C8F94,80808B,827E99,338D98
386F82,63677C,626684,377079
12390F,3B3515,41321A,23383C
7E8266,877E65,937968,827C86
951EC0,005BBC,0060A6,815157
B27FB6,808DBF,8C8CB0,AB8590
F2AAF8,AEBFFF,BBBEF1,E9B4C1
B5D662,DFC95E,F8BF69,C4C8D8
7E9E7B,9E9476,AB8F7F,8597A3
0D5942,544F3F,5A4C48,24565D
5E3CC3,0055B0,005A98,3A5D65
66446D,455074,4C5069,614C51
C8DDFE,D4D9FC,DDD5FF,C3DEF0
485B34,5E5635,68523A,50575D
7D2568,32497F,464960,77373A
CCCE20,E0C624,FBBB30,DABECD
917CC6,6C84CC,6F85C1,848691
1403DC,004287,004672,004B4E
67C6F8,ABB8EF,A5B8FD,58CADA
23D7E4,BFC0D6,BFBEED,2CD5E7
27C506,C0A900,D6A02D,61B5C4
68721C,7A6C20,886626,716A72
E52FD1,2F7FFF,6C82BD,D85C63
6FE57B,E0CC72,F6C285,8CD7E8
4BC0FE,9FB1F5,95B2FF,27C6D6
125868,4D5163,4B506B,115A61
35A100,9E8B00,B08423,5994A0
AEAFB1,B0ADAF,BDA8B1,AEACB9
A85073,686C82,78696C,A4565C
7C19C1,0052A9,005793,635056
063968,263966,0D3C68,004145
D4398D,6376AF,807480,CE4C51
1818AC,003874,003C62,004043
E63514,887928,9B7300,E63536
ECFAB2,FFF2CA,FFF0E5,F7F0FF
